aluice;0;0;0;0;
Alice;407;0;0;0;
Corentin;0;0;0;0;
asa;0;0;0;0;
a;0;0;0;0;
felix;220;0;0;0;
alice;9999979;1;0;0;
do;690500;6;1;1;
